,Purchase_Date,Falchion,Falchion_Blue_Steel_FT,Falchion_Blue_Steel_MW,Falchion_Blue_Steel_WW,Falchion_Boreal_forest_FT,Falchion_Case_Hardened_FT,Falchion_Crimson_web_FT,Falchion_Fade_FN,Falchion_Forest_DDPAT_FT,Falchion_Night_FT,Falchion_safari_mesh_FT,Falchion_Scorched_FT,Falchion_Slaughter_FN,Falchion_Slaughter_MW,Falchion_Stained_FT,Falchion_Stained_MW,Falchion_Stained_WW,Falchion_Urban_masked_FT,avg
1594,2019/10/7,92.158,93.709,111.215,92.592,82.474,117.904,136.232,171.583,75.228,91.572,73.537,78.448,183.353,163.897,76.672,77.968,78.54,81.624,104.3725556
1595,2019/10/8,108.831,101.007,106.17,93.38,82.474,117.904,112.38,186.417,76.872,92.5,73.694,70.839,183.353,158.169,81.843,77.677,73.28,77.099,104.1049444
1596,2019/10/9,112.061,101.093,103.698,92.602,80.519,149.997,112.38,182.469,79.746,84.79,78.036,71.57,182.115,160.729,75.768,87.783,78.37,75.952,106.0932222
1597,2019/10/10,102.027,98.472,112.72,91.425,81.518,244.294,136.388,181.108,79.922,93.261,74.001,75.48,188.14,158.299,80.402,80.483,74.229,81.182,112.9639444
1598,2019/10/11,110.859,98.221,113.963,97.395,84.869,127.615,129.932,178.966,77.519,96.617,75.424,75.358,185.278,168.692,83.5,84.12,82.602,82.43,108.52
1599,2019/10/12,111.572,99.462,103.653,101.711,79.315,110.166,137.89,191.183,82.181,97.086,75.416,78.839,197.314,178.028,80.207,79.005,77.909,78.441,108.8543333
1600,2019/10/13,111.357,102.798,106.508,101.711,81.856,117.852,142.445,189.437,79.085,101.289,74.781,79.876,168.585,155.404,85.049,93.259,87.09,81.599,108.8878333
1601,2019/10/14,111.195,100.206,101.65,96.403,86.1,106.019,142.504,185.382,80.31,106.241,75.826,78.322,186.434,169.888,86.151,81.296,82.863,66.803,107.9773889
1602,2019/10/15,108.146,101.335,110.494,97.75,79.867,121.583,131.511,192.396,77.283,105.342,80.144,72,186.434,174.954,83.232,89.742,82.863,81.3,109.7986667
1603,2019/10/16,106.851,94.984,108.279,93.905,83.43,118.223,132.77,181.35,72.706,101.026,72.022,78.648,174.623,153.493,79.546,91.051,82.863,75.317,105.6159444
1604,2019/10/17,110.306,103.216,117.074,87.328,78.12,126.741,138.285,196.14,78.073,88.443,78.342,78.664,201.895,155.682,84.16,78.664,82.863,80.72,109.1508889
1605,2019/10/18,107.346,100.077,119.831,87.328,82.856,119.474,141.401,177.347,73.878,91.284,74.339,71.529,168.537,154.195,84.402,93.284,82.987,81.57,106.2036111
1606,2019/10/19,111.09,90.811,98.263,102.474,79.449,100.22,130.858,179.052,77.04,94.425,77.208,78.669,168.537,155.004,81.3,93.284,77.711,81.939,104.2963333
1607,2019/10/20,104.322,96.702,110.125,102.234,71.514,123.106,141.2,187.096,78.411,91.646,70.201,72.435,174.25,158.616,80.098,90.611,75.931,75.928,105.8014444
1608,2019/10/21,104.194,103.68,106.339,96.985,78.653,123.106,130.919,184.559,77.709,97.565,67.374,75.015,172.142,169.27,81.921,96.037,81.248,81.288,107.1113333
1609,2019/10/22,102.282,98.471,104.983,96.013,81.788,113.716,133.429,178.317,68.237,93.371,78.439,74.322,121.285,139.606,78.645,91.031,70.684,81.37,100.3327222
1610,2019/10/23,108.028,96.271,102.042,95.262,78.877,106.866,138.674,187.477,74.621,87.497,74.811,75.521,183.88,152.741,84.077,78.37,77.126,77.834,104.4430556
1611,2019/10/24,103.943,99.329,97.724,97.761,80.305,116.33,134.41,161.094,71.372,92.931,74.811,73.582,178.224,142.615,83.752,79.923,82.98,76.277,102.6312778
1612,2019/10/25,102.595,99.329,91.135,96.602,81.068,99.7,119.118,181.859,76.317,93.147,69.191,72.14,189.037,152.277,74.281,79.923,73.442,79.35,101.6950556
1613,2019/10/26,102.724,91.083,98.675,86.23,80.169,116.947,114.992,178.67,71.928,87.658,69.657,69.766,151.93,153.597,74.756,75.165,66.55,74.948,98.08027778
1614,2019/10/27,102.363,97.514,103.5,88.321,80.764,117.299,123.658,183.713,72.269,86.485,70.481,73.212,148.048,148.15,75.965,75.165,72.086,69.686,99.37105556
1615,2019/10/28,105.618,101.43,107.392,97.001,82.072,108.244,126.597,171.607,72.655,89.854,75.306,69.591,173.453,137.927,78.002,81.223,76.877,78.004,101.8251667
1616,2019/10/29,97.103,87.811,107.832,95.29,76.498,108.244,127.414,171.126,66.6,93.23,69.506,74.448,163.952,148.408,76.722,75.21,79.109,73.163,99.537
1617,2019/10/30,98.126,94.259,94.365,95.29,72.318,95.633,113.958,169.588,66.6,89.863,68.507,71.354,173.621,156.899,76.722,87.239,79.109,73.163,98.70077778
1618,2019/10/31,93.206,90.775,98.767,95.434,80.255,92.817,114.593,173.613,74.566,91.843,63.407,70.181,172.018,146.112,80.843,78.568,79.109,72.598,98.26138889
1619,2019/11/1,94.647,96.537,97.869,92.404,80.222,101.533,160.428,171.769,76.716,87.735,70.183,71.171,183.943,156.078,74.344,79.052,80.38,69.478,102.4716111
1620,2019/11/2,101.09,91.36,102.46,92.404,82.109,113.662,131.33,180.648,74.344,85.25,69.091,76.309,181.201,151.357,77.261,79.052,72.965,78.148,102.2245
1621,2019/11/3,103.608,96.1,95.752,89.101,72.656,107.447,128.733,180.972,74.123,89.129,68.027,71.48,181.201,161.49,79.721,79.096,69.657,78.614,101.4948333
1622,2019/11/4,107.376,96.129,101.35,94.28,81.038,103.629,124.557,172.79,72.127,94.087,69.769,71.963,168.755,160.825,78,81.852,79.666,75.672,101.8813889
1623,2019/11/5,104.171,99.96,104.1,95.803,81.35,122.336,125.783,183.173,73.254,92.604,73.354,75.401,168.833,153.766,81.206,87.296,78.894,72.106,104.0772222
1624,2019/11/6,106.125,89.587,104.1,96.229,81.921,229.682,125.783,180.193,76.88,97.861,70.429,73.93,175.977,158.408,77.476,82.926,71.751,75.353,109.7006111
1625,2019/11/7,105.129,104.222,101.57,86.066,80.718,106.794,126.293,180.1,72.457,87.995,71.608,76.504,175.977,148.776,85.284,85.417,75.68,74.482,102.504
1626,2019/11/8,104.502,102.976,97.399,101.33,75.608,152.826,129.835,166.685,77.548,90.401,72.075,76.146,181.872,158.154,76.766,86.542,81.569,72.414,105.8137778
1627,2019/11/9,107.761,90.161,97.399,101.33,79.022,112.083,129.201,178.004,75,91.284,73.549,74.414,180.223,161.334,76.766,85.541,76.145,75.646,103.6035
1628,2019/11/10,104.03,90.171,97.399,89.504,79.704,148.277,121.642,179.398,74.24,87.74,73.017,77.324,173.421,154.185,80.412,80.209,77.119,72.609,103.3556111
1629,2019/11/11,104.565,91.118,97.399,70.966,78.843,98.567,126.148,176.953,77.869,92.461,74.864,71.22,170.043,164.153,84.573,68.36,77.712,75.867,100.0933889
1630,2019/11/12,101.742,92.356,97.883,95.465,64.857,107.146,127.795,173.948,75.198,95.595,72.499,71.22,177.135,164.153,78.835,68.36,76.745,75.256,100.8993333
1631,2019/11/13,88.826,93.558,104.037,95.465,76.204,97.1,135.541,175.352,75.824,93.375,70.842,72.061,183.732,157.585,80.458,85.208,81.153,74.927,102.2915556
1632,2019/11/14,102.569,97.011,90.01,95.566,83.981,106.032,120.813,180.972,74.803,89.676,71.752,76.635,183.732,154.083,80.458,81.085,85.15,75.659,102.7770556
1633,2019/11/15,104.508,97.064,90.01,95.344,73.025,106.032,134.865,181.443,76.692,90.53,70.877,74.047,174.894,146.936,75.951,80.37,77.315,74.822,101.3736111
1634,2019/11/16,101.435,94.623,100.474,92.526,78.045,94,121.003,182.242,75.075,92.869,70.195,76.786,174.833,151.757,82.833,72.49,41.227,74.859,98.73733333
1635,2019/11/17,102.171,94.413,104.593,87.091,81.507,104.819,125.659,191.122,72.036,91.689,72.021,71.137,177.92,136.441,86.807,81.743,79.757,79.227,102.2307222
1636,2019/11/18,103.623,89.108,105.992,87.808,81.291,108.541,148.988,183.364,74.151,90.086,70.92,69.392,177.92,154.616,68.378,86.954,79.261,75.001,103.0774444
1637,2019/11/19,96.633,104.795,98.635,85.826,68.596,126.792,115.647,162.472,65.866,81.28,62.883,71.203,164.299,132.913,68.378,86.345,65.497,65.32,95.74333333
1638,2019/11/20,89.072,85.085,92.748,80.407,66.987,218.077,103.844,156.96,67.06,75.13,63.114,60.669,146.014,132.66,61.27,75.618,69.143,65.248,94.95033333
1639,2019/11/21,92.679,89.93,87.23,80.407,70.311,218.077,107.851,163.67,65.197,81.159,62.889,65.18,155.104,139.35,67.388,67.78,63.135,64.092,96.74605556
1640,2019/11/22,94.519,83.315,84.242,82.477,68.588,103.903,112.455,160.044,65.305,75.487,68.71,65.328,155.104,129.314,70.894,72.546,67.91,66.643,90.37688889
1641,2019/11/23,87.205,76.466,100.974,85.583,67.583,103.304,109.602,162,67.767,86.968,67.035,67.297,159.461,139.322,71.758,78.439,72.91,65.659,92.74072222
1642,2019/11/24,94.52,90.229,91.012,85.583,65.523,110.401,110.141,156.368,63.885,74.975,61.497,66.52,149.01,136.15,71.326,78.881,70.535,64.107,91.14794444
1643,2019/11/25,89.838,90.707,92,85.583,71.396,89.197,110.688,166.181,68.678,84.029,61.425,64.545,160.275,125.845,69.512,78.881,73.463,68.199,91.69122222
1644,2019/11/26,89.951,88.803,92,83.528,73.425,89.197,115.235,165.544,60.547,82.47,61.425,65.638,168.055,140.601,71.822,78.881,64.585,68.342,92.22494444
1645,2019/11/27,90.843,81.587,91.512,83.528,75.348,102.051,112.561,150.754,64.153,78.099,64.783,67.158,156.61,140.713,66.363,82.128,66.664,68.822,91.31538889
1646,2019/11/28,91.034,91.67,84.174,79.116,71.43,97.358,105.51,158.847,65.263,75.487,61.72,65.28,158.004,149.136,71.81,82.128,68.36,66.058,91.24361111
1647,2019/11/29,91.109,81.453,87.141,79.158,71.43,93.359,109.697,155.991,65.404,83.156,62.484,64.205,155.063,131.824,70.203,73.535,68.034,64.743,89.33272222
1648,2019/11/30,97.242,82.595,92.158,84.439,71.865,94.315,110.956,159.325,67.821,78.588,60.943,64.689,145.914,121.266,69.496,73.535,66.099,65.814,89.28111111
1649,2019/12/1,93.208,79.771,95.11,72.307,65.018,108.903,111.883,159.76,68.053,71.058,67.699,65.644,145.914,138.373,75.244,67.54,66.099,67.479,89.94794444
1650,2019/12/2,92.115,77.207,80.237,74.918,73.021,103.952,110.41,173.421,67.342,80.529,67.699,64.47,150.948,133.656,65.444,77.825,68.868,67.429,90.52727778
1651,2019/12/3,88.962,72.36,87.322,79.978,70.276,84.44,115.186,171.656,68.11,77.605,64.163,68.996,157.005,134.566,69.12,78.352,65.94,64.87,89.93927778
1652,2019/12/4,92.219,83.017,93.006,83.056,70.381,97.335,121.979,170.962,67.136,77.122,63.349,65.233,160.425,138.892,73.393,66.67,69.201,66.125,92.1945
1653,2019/12/5,95.175,84.519,89.27,81.54,73.455,89.33,104.247,172.88,65.281,79.77,65.656,69.268,144.912,146.669,75.647,73.817,68.804,69.938,91.67655556
1654,2019/12/6,98.649,83.077,80.3,83.406,69.936,96.181,116.93,167.957,63.047,82.353,66.032,66.862,156.985,149.301,64.435,75.842,66.709,69.533,92.08527778
1655,2019/12/7,98.274,86.417,81.2,71.922,70.296,96.708,117.834,167.652,68.201,84.181,66.935,66.552,160.045,149.873,71.478,75.955,61.93,68.757,92.45611111
1656,2019/12/8,99.13,84.355,97.831,87.412,72.303,95.492,115.079,171.629,70.69,82.431,64.802,63.5,175.11,159.059,71.455,76.23,71.503,66.109,95.78444444
1657,2019/12/9,98.181,84.355,100.635,84.103,75.138,100.702,113.261,158.68,65.936,81.839,65.446,66.288,147.282,129.582,70.379,76.345,73.317,68.587,92.22533333
1658,2019/12/10,98.555,84.926,92.959,84.103,72.83,114.065,116.824,164.216,68.914,83.645,61.624,69.466,146.321,132.456,72.876,66.14,73.317,70.236,92.97072222
1659,2019/12/11,102.452,90.592,83.84,86.963,79.019,97.35,118.174,170.628,69.747,87.009,65.85,68.611,146.321,140.298,75.411,77.187,68.685,75.301,94.63544444
1660,2019/12/12,99.875,86.746,94.672,84.7,75.378,102.479,117.953,167.989,71.398,85.429,65.104,67.627,167.565,150.728,75.395,74.965,67.909,67.402,95.73966667
1661,2019/12/13,102.933,84.015,94.672,89.885,74.377,103.523,120.126,166.772,69.124,85.096,67.109,70.694,174.513,150.475,69.495,76.412,70.497,69.564,96.62677778
1662,2019/12/14,97.695,85.584,98.881,100.012,76.626,91.471,121.346,166.385,69.706,88.268,69.259,70.062,170.437,152.755,69.297,78.617,74.831,71.842,97.393
1663,2019/12/15,98.997,85.705,94.683,84.835,85.038,114.79,128.726,163.942,71.668,90.304,64.343,69.196,171.248,142.409,76.296,76.221,74.831,72.112,98.07466667
1664,2019/12/16,100.478,88.229,92.788,89.437,80.881,199.57,122.505,171.759,70.607,86.913,67.104,52.371,180.285,154.902,75.747,79.939,75.071,70.337,103.2735
1665,2019/12/17,93.874,91.796,99.091,88.837,81.207,106.441,119.344,178.814,71.209,85.6,70.932,71.639,197.8,154.465,78.155,74.518,75.071,69.579,100.4651111
1666,2019/12/18,99.235,88.846,98.802,84.475,82.44,106.441,115.65,185.872,72.854,87.175,72.556,74.098,164.93,155.083,76.275,80.846,73.799,69.391,99.376
1667,2019/12/19,101.72,87.716,80.73,86.466,78.661,109.998,123.814,177.305,72.31,88.158,64.905,76.322,178.098,149.262,79.985,82.913,78.965,75.058,99.577
1668,2019/12/20,97.125,95.243,97.422,85.636,77.816,109.009,131.58,182.768,75.413,89.72,65.441,71.732,169.426,149.952,76.766,79.814,69.511,70.72,99.72744444
1669,2019/12/21,99.693,90.839,107.661,94.185,71.692,112.39,120.26,173.094,71.135,84.57,69.555,70.764,176.575,149.178,78.388,88.427,74.792,70.854,100.2251111
1670,2019/12/22,102.926,94.229,97.606,100.017,74.074,105.2,118.287,166.816,68.607,84.469,69.762,69.515,162.901,161.673,73.803,80.759,67.387,73.3,98.40727778
1671,2019/12/23,105.633,86.809,105.983,100.017,76.895,189.23,124.831,179.556,74.938,85.244,65.144,70.045,184.96,155.592,76.889,86.388,74.31,70.079,106.2523889
1672,2019/12/24,104.142,93.291,103.497,86.462,77.508,110.379,142.693,181.73,74.532,89.899,69.554,71.738,159.965,150.11,76.776,74.7,70.643,69.914,100.4185
1673,2019/12/25,104.745,94.599,102.318,86.462,79.87,108.141,127.568,195.249,74.306,92.217,71.892,74.473,159.37,155.233,79.644,90.395,74.713,76.172,102.6315
1674,2019/12/26,108.902,106.212,96.507,92.393,77.864,94.11,118.215,182.589,80.564,90.147,72.293,71.668,171.817,160.862,80.359,70.11,79.738,75.862,101.6784444
1675,2019/12/27,104.926,98.658,106.877,97.708,82.433,95.37,130.168,187.644,80.883,92.955,74.215,76.842,170.994,165.854,75.767,83.582,83.183,79.071,104.8405556
1676,2019/12/28,111.175,103.089,94.818,101.766,85.073,116.439,126.442,197.305,80.803,93.501,72.369,79.862,188.505,167.584,85.44,87.706,76.316,78.074,108.1259444
1677,2019/12/29,110.878,99.841,115.015,90.401,87.094,107.052,126.308,180.207,78.602,96.113,69.979,77.66,184.794,156.918,81.217,89.151,86.142,81.131,106.5835
1678,2019/12/30,108.656,90.222,99.499,93.291,83.678,114.58,130.76,185.937,78.464,95.252,72.316,78.11,191.368,151.617,82.598,89.53,77.621,74.952,105.4695
1679,2019/12/31,105.141,98.137,103.806,99.145,86.98,97.852,124.407,186.177,82.755,91.775,74.462,77.084,187.865,169.752,81.876,89.53,81.71,77.523,106.4431667
1680,2020/1/1,107.895,104.19,110.461,99.342,85.083,109.201,136.486,186.837,78.548,89.075,75.156,73.398,196.499,155.958,81.172,92.396,78.961,78.444,107.7278889
1681,2020/1/2,103.485,101.082,117.851,97.52,75.18,115.268,143.171,192.658,74.198,93.767,77.761,81.359,192.176,151.611,78.557,86.809,80.728,71.442,107.4790556
1682,2020/1/3,105.084,101.976,108.21,101.114,81.611,138.849,141.128,185.181,79.572,96.911,75.215,82.351,195.425,167.058,81.3,73.91,80.833,77.926,109.6474444
1683,2020/1/4,108.387,91.802,98.35,92.934,82.753,110.97,125.914,190.214,76.178,93.917,70.663,74.708,199.172,162.505,86.57,90.455,81.135,80.2,106.4903889
1684,2020/1/5,108.08,100.465,98.35,93.147,83.445,117.487,132.5,194.26,79.5,96.904,76.146,81.794,172.883,161.84,83.405,85.71,84.423,79.899,107.2354444
1685,2020/1/6,107.873,99.334,95.92,101.168,85.43,128.767,138.211,205.318,81.172,96.001,74.592,72.056,180.159,166.573,81.226,90.807,82.974,83.72,109.5167222
1686,2020/1/7,109.702,102.565,114.403,93.966,83.876,129.728,137.6,194.143,77.882,94.113,76.811,78.216,178.712,156.797,85.321,90.807,82.993,81.919,109.4196667
1687,2020/1/8,114.924,103.538,109.03,97.417,85.416,128.57,138.679,189.344,82.132,91.076,77.081,80.61,178.712,155.348,87.071,90.851,88.829,79.796,109.9124444
1688,2020/1/9,110.341,101.974,104.951,97.417,85.566,115.887,140.36,182.453,83.102,93.968,80.232,74.549,180.334,159.207,91.353,87.339,87.413,82.979,108.8569444
1689,2020/1/10,114.957,101.767,104.951,101.304,85.788,122.785,136.118,195.073,82.924,94.123,80.573,77.615,155.25,169.916,91.353,86.052,87.342,80.659,109.3638889
1690,2020/1/11,116.718,94.505,104.951,91.926,83.667,137.058,132.389,196.161,82.418,100.759,74.748,76.185,187.298,157.414,87.982,91.376,77.488,82.889,109.774
1691,2020/1/12,113.75,94.674,111.265,101.791,87.02,131.376,140.976,195.819,82.96,97.421,76.789,78.095,188.013,166.689,86.186,88.156,84.547,82.783,111.5727778
1692,2020/1/13,109.216,97.132,108.442,100.188,82.049,116.598,139.848,191.219,82.994,93.572,79.086,78.893,198.681,165.871,86.47,82.553,86.962,77.711,109.8602778
1693,2020/1/14,108.385,99.651,99.97,97.082,87.194,125.6,149.734,186.651,83.401,94.873,78.179,80.787,194.924,172.24,85.576,88.941,84.54,78.653,110.9100556
1694,2020/1/15,111.114,97.22,108.226,98.823,84.489,138.415,144.58,199.735,81.528,100.546,81.965,79.084,211.055,179.13,86.388,90.404,84.54,81.997,114.4021667
1695,2020/1/16,116.354,98.109,110.358,103.915,85.231,119.049,137.665,201.255,85.157,96.33,75.949,82.152,191.203,163.706,70.002,93.129,85.594,76.461,110.6455
1696,2020/1/17,109.472,101.413,115.294,93.15,87.091,118.358,148.822,209.298,82.689,95.694,74.36,80.941,214.99,168.601,88.212,90.593,85.4,82.642,113.7233333
1697,2020/1/18,113.39,105.095,107.514,96.5,83.193,118.358,141.74,193.296,75.584,98.036,73.851,76.285,176.144,154.681,88.959,97.046,81.17,81.094,108.9964444
1698,2020/1/19,115.418,98.957,97.628,100.902,93.196,118.358,137.986,188.704,78.461,96.235,78.52,78.28,196.257,157.666,81.555,97.914,86.149,79.334,110.0844444
1699,2020/1/20,114.634,102.857,110.024,102.43,85.98,132.076,143.405,206.955,80.122,97.298,73.2,77.185,207.682,170.405,86.344,95.542,87.891,78.218,114.0137778
1700,2020/1/21,118.052,101.695,118.051,98.765,85.164,116.506,135.037,193.727,87.707,93.464,69.725,77.59,207.682,160.235,84.234,90.499,78.453,81.729,111.0175
1701,2020/1/22,110.607,103.363,110.105,98.765,90.718,116.331,139.931,187.498,86.059,97.186,76.844,76.097,177.523,177.74,87.777,94.808,81.994,81.729,110.8375
1702,2020/1/23,116.137,102.341,107.031,88.042,88.162,132.959,144.34,189.835,81.598,87.33,82.282,83.066,177.523,155.209,87.773,85.529,75.213,81.691,109.2256111
1703,2020/1/24,115.9,97.497,118.708,91.85,86.824,123.404,149.658,196.795,85.668,90.946,73.713,80.356,191.835,160.531,83.989,85.529,84.711,81.389,111.0723889
1704,2020/1/25,110.381,99.287,110.384,94.151,82.746,130.328,143.823,195.262,79.261,92.681,78.712,79.012,200.899,162.005,88.688,88.496,86.823,84.61,111.5305
1705,2020/1/26,106.319,105.163,105.43,92.906,84.246,139.661,146.924,195.951,85.827,93.493,77.681,79.759,198.01,158.649,82.764,81.912,88.175,79.086,111.2197778
1706,2020/1/27,105.179,92.11,104.033,98.885,89.025,132.428,107.623,192.105,84.089,96.387,75.569,79.041,199.428,152.943,80.475,84.1,78.393,78.833,107.2581111
1707,2020/1/28,108.091,100.613,104.033,98.885,84.298,138.106,126.498,185.439,77.055,93.748,76.033,76.83,199.88,160.519,83.562,88.899,81.581,79.044,109.0618889
1708,2020/1/29,106.078,100.613,112.702,101.831,85.691,123.688,125.273,192.147,78.039,95.641,78.736,76.558,183.024,164.368,85.687,82.532,81.655,81.254,108.6398333
1709,2020/1/30,110.662,97.01,111.382,90.91,83.372,115.454,137.753,184.901,80.672,95.221,74.66,79.277,190.034,165.091,86.409,95.198,81.655,78.31,108.7761667
1710,2020/1/31,114.958,101.167,105.824,91.847,81.227,119.303,142.543,194.209,76.105,101.591,77.956,75.76,185.833,171.41,86.666,87.069,82.221,82.229,109.8843333
1711,2020/2/1,111.292,102.533,121.5,97.119,81.836,119.303,126.182,184.974,76.988,93.462,76.115,79.119,172.77,163.833,82.249,81.885,82.477,72.943,107.0322222
1712,2020/2/2,117.314,95.321,123.993,101.626,83.721,125.671,142.763,194.111,81.719,97.87,78.089,78.137,187.808,173.375,83.09,87.116,78.904,78.818,111.6358889
1713,2020/2/3,114.795,101.75,118.742,93.245,79.243,118.5,135.552,181.941,75.723,98.725,80.697,78.926,191.181,181.144,81.406,86.371,76.397,80.015,109.6862778
1714,2020/2/4,111.733,89.464,121.504,92.402,82.326,138.04,137.005,196.81,78.846,81.349,70.781,83.856,184.127,161.852,81.631,77.379,82.395,83.233,108.5962778
1715,2020/2/5,112,103.127,110.374,95.249,83.706,128.842,142.451,192.112,81.98,100.731,77.57,82.165,198.69,169.812,88.719,77.379,88.051,78.251,111.7338333
1716,2020/2/6,114.065,107.954,112.034,95.249,89.95,123.265,136.251,195.57,81.76,95.233,73.232,83.06,190.933,164.022,90.973,90.848,88.858,80.218,111.8597222
1717,2020/2/7,113.444,106.428,110.281,102.962,88.044,117.945,138.769,194.072,79.678,99.949,76.689,81.899,173.545,164.228,83.398,90.848,86.322,81.251,110.5417778
1718,2020/2/8,112.621,107.331,111.785,99.489,86.876,119.656,148.24,199.773,82.1,95.086,81.582,84.861,183.79,172.081,89.835,92.382,89.548,80.573,113.2005
1719,2020/2/9,107.181,96.873,118.895,107.022,88.831,121.097,150.185,201.04,86.309,101.837,76.182,82.411,195.976,165.733,85.486,97.949,76.59,73.032,112.9238333
1720,2020/2/10,112.582,98.84,117.6,103.528,88.184,120.055,126.402,198.596,82.199,99.247,74.68,81.003,188.808,151.658,87.534,97.949,86.854,77.199,110.7176667
1721,2020/2/11,116.332,101.177,103.58,105.936,86.138,123.878,147.46,200.107,84.992,104.186,80.338,81.987,190.388,168.113,92.13,71.6,86.854,83.623,112.7121667
1722,2020/2/12,107.528,104.459,103.672,90.175,88.401,151.391,126.482,194.437,80.46,101.128,77.904,82.075,184.119,159.886,90.674,98.508,79.496,80.809,111.2002222
1723,2020/2/13,106.077,100.444,109.075,90.175,78.138,111.27,127.056,203.852,83.938,96.202,80.968,78.419,185.065,164.679,85.492,86.182,83.075,84.123,108.5683333
1724,2020/2/14,105.921,110.86,112.688,97.743,86.323,130.203,135.31,206.603,82.368,96.817,79.786,80.822,200.362,166.978,84.434,82.322,80.277,82.956,112.3762778
1725,2020/2/15,112.516,101.613,111.907,93.689,90.391,119.884,135.31,187.077,78.343,96.352,75.108,80.36,194.201,165.37,89.187,93.098,81.348,84.725,110.5821667
1726,2020/2/16,109.387,105.654,111.232,105.597,79.283,145.961,130.857,178.673,81.288,102.208,77.095,75.951,204.103,174.108,88.62,71.991,81.348,79.514,111.2705556
1727,2020/2/17,108.985,112.583,114.85,89.478,90.622,127.93,145.287,194.962,82.616,103.98,80.78,84.48,194.717,182.193,85.542,71.991,85.321,82.607,113.2735556
1728,2020/2/18,108.248,110.9,112.433,103.98,95.608,124.006,136.415,192.088,83.973,99.31,78.169,78.904,207.525,179.533,86.705,84.417,82.957,79.998,113.6205
1729,2020/2/19,105.545,108.76,104.203,79.095,84.487,117.998,129.268,196.368,83.159,99.967,82.076,81.594,183.291,137.295,87.57,92.492,86.759,82.831,107.931
1730,2020/2/20,112.907,98.155,104.203,103.219,88.892,122.398,128.118,185.203,82.194,97.979,77.714,81.165,188.981,177.056,82.363,92.017,80.669,81.519,110.264
1731,2020/2/21,110.351,97.432,105,104.257,88.291,113.598,135.586,189.521,81.821,97.267,78.04,82.215,186.953,161.295,90.254,94.001,87.754,77.323,110.0532778
1732,2020/2/22,112.298,106.303,105,96.525,88.136,124.115,129.404,179.744,80.969,91.346,85.873,80.237,193.855,169.141,82.826,83.19,87.519,81.361,109.8801111
1733,2020/2/23,112.061,107.718,108.655,94.21,81.493,114.938,139.455,187.619,79.657,92.761,79.334,79.611,170.2,168.89,86.278,83.19,87.519,84.83,108.8010556
1734,2020/2/24,104.134,105.537,113.04,88.62,85.705,112.043,127.845,185.481,78.319,96.629,76.234,78.649,184.695,164.45,86.703,91.291,78.49,79.509,107.6318889
1735,2020/2/25,109.327,99.661,105.873,85.008,84.88,108.065,128.685,187.13,81.487,99.855,72.214,83.594,193.299,167.698,81.547,91.291,70.4,80.902,107.2731111
1736,2020/2/26,99.258,103.047,101.931,100.127,89.004,116.745,140.994,179.908,80.862,97.801,70.73,81.076,201.479,161.165,83.741,92.012,83.388,79.407,109.0375
1737,2020/2/27,109.574,103.047,116.575,98.279,84.499,157.998,130.308,187.314,87.217,101.893,83.849,81.477,200.946,163.515,78.036,88.301,81.779,84.38,113.2770556
1738,2020/2/28,106.389,118.948,115.701,95.126,85.871,112.001,138.51,185.264,80.797,89.988,79.617,80.191,200.946,161.933,93.115,88.301,87.481,83.45,111.3127222
1739,2020/2/29,110.358,103.612,102.618,101.133,87.34,109.622,137.17,189.419,80.715,92.498,77.013,80.606,189.058,171.724,95,88.301,85.866,76.306,109.9088333
1740,2020/3/1,107.401,111.773,109.433,100.125,83.927,113.248,140.297,187.347,83.152,99.041,75.748,79.995,187.91,171.793,82.47,83.331,86.802,79.704,110.1942778
1741,2020/3/2,111.07,98.553,114.737,100.902,90.311,117.697,135.878,196.921,84.987,93.662,78.894,79.511,185.634,178.996,92.147,86.916,83.529,80.625,111.7205556
1742,2020/3/3,108.536,95.838,93.805,94.189,80.994,126.058,135.001,191.277,82.485,90.995,76.763,81.886,200.183,166.327,85.866,86.916,82.741,82.553,109.0229444
1743,2020/3/4,107.869,103.139,108.698,94.189,82.189,112.895,133.516,178.07,83.191,94.105,79.469,83.597,173.39,169.915,90.717,90.843,81.053,83.263,108.3393333
1744,2020/3/5,111.756,106.08,119.441,105,85.445,79.741,135.541,184.666,81.386,94.141,77.255,83.066,176.68,174.174,89.703,90.263,80.681,80.155,108.6207778
1745,2020/3/6,113.175,106.601,103.46,97.459,84.747,79.741,143.102,193.139,84.977,95.627,77.891,71.9,176.68,178.897,84.373,92.743,84.832,81.408,108.3751111
1746,2020/3/7,107.816,105.344,113.086,97.322,87.489,100.41,140.169,189.226,83.511,91.773,78.211,80.715,193.588,163.587,83.419,86.162,84.21,82.349,109.3548333
1747,2020/3/8,108.289,100.518,101.985,96.505,86.36,120.75,131.38,174.661,83.068,95.4,77.267,80.551,187.291,173.119,82.757,86.162,80.017,78.802,108.049
1748,2020/3/9,104.416,109.692,113.504,102.219,87.368,155.497,138.001,183.101,78.859,92.095,75.604,75.857,167.507,158.763,80.718,85.17,80.077,78.257,109.2613889
1749,2020/3/10,108.492,102.93,108.96,97.87,85.065,121.887,144.099,189.684,77.671,95.661,80.645,77.463,182.521,154.464,84.957,86.214,83.837,74.99,108.745
